SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
AL05DA0001,11/01/2000 10:35,,41.8,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL05DA0001,11/01/2000 10:35,,1.84,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL05DA0001,11/01/2000 10:35,,1.6,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL05DA0001,11/01/2000 10:35,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL05DA0001,11/01/2000 10:35,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL05DA0001,15/02/2000 10:45,,113,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL05DA0001,15/02/2000 10:45,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.006,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.0001,,,100253,MG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.034,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.004,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,38.1,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL05DA0001,15/02/2000 10:45,,0.321,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.015,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL05DA0001,15/02/2000 10:45,,0.72,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,5,5,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL05DA0001,15/02/2000 10:45,,316,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.112,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.08,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.004,0.004,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.001,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,15.5,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.01,0.01,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL05DA0001,15/02/2000 10:45,,0.175,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL05DA0001,15/02/2000 10:45,,7.69,,,10301,PH,PH,PH,P
AL05DA0001,15/02/2000 10:45,,8.2,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL05DA0001,15/02/2000 10:45,<,0.002,0.002,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL05DA0001,15/02/2000 10:45,<,0.002,0.002,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.4,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
AL05DA0001,15/02/2000 10:45,<,1,1,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL05DA0001,15/02/2000 10:45,,0.0002,,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,1.08,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL05DA0001,15/02/2000 10:45,,315,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL05DA0001,15/02/2000 10:45,,0.748,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,,48.9,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL05DA0001,15/02/2000 10:45,,0.91,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL05DA0001,15/02/2000 10:45,,0.73,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL05DA0001,15/02/2000 10:45,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL05DA0001,15/02/2000 10:45,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL05DA0001,14/03/2000 11:00,,113,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL05DA0001,14/03/2000 11:00,,0.064,,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.005,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.0001,0.0001,,100253,MG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.034,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.002,0.002,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,,38.6,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL05DA0001,14/03/2000 11:00,,0.294,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.153,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL05DA0001,14/03/2000 11:00,,0.71,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.004,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,5,5,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL05DA0001,14/03/2000 11:00,,318,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL05DA0001,14/03/2000 11:00,,0.007,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.109,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.08,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.013,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.008,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,,15.6,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL05DA0001,14/03/2000 11:00,<,0.001,0.001,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.003,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.01,0.01,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL05DA0001,14/03/2000 11:00,,0.145,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL05DA0001,14/03/2000 11:00,,8.17,,,10301,PH,PH,PH,P
AL05DA0001,14/03/2000 11:00,,8.3,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL05DA0001,14/03/2000 11:00,,0.002,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL05DA0001,14/03/2000 11:00,<,0.002,0.002,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL05DA0001,14/03/2000 11:00,,0.42,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
AL05DA0001,14/03/2000 11:00,,3.6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL05DA0001,14/03/2000 11:00,<,0.0001,0.0001,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,,1.15,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL05DA0001,14/03/2000 11:00,,317,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL05DA0001,14/03/2000 11:00,,0.779,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,,51.8,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL05DA0001,14/03/2000 11:00,,2.8,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL05DA0001,14/03/2000 11:00,,2.6,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL05DA0001,14/03/2000 11:00,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL05DA0001,14/03/2000 11:00,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL05DA0001,11/04/2000 10:40,,83,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL05DA0001,11/04/2000 10:40,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.006,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.0001,,,100253,MG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.03,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.002,0.002,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,,36,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL05DA0001,11/04/2000 10:40,,0.47,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.083,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL05DA0001,11/04/2000 10:40,,0.61,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,5,5,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL05DA0001,11/04/2000 10:40,,291,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL05DA0001,11/04/2000 10:40,,0.001,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.098,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.11,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.004,0.004,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.001,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,,13.8,,,12102,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL05DA0001,11/04/2000 10:40,,0.001,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.001,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.01,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL05DA0001,11/04/2000 10:40,,0.154,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL05DA0001,11/04/2000 10:40,,8.13,,,10301,PH,PH,PH,P
AL05DA0001,11/04/2000 10:40,,8.06,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL05DA0001,11/04/2000 10:40,,0.002,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL05DA0001,11/04/2000 10:40,<,0.002,0.002,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.36,,,100499,MG/L,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",P
AL05DA0001,11/04/2000 10:40,,2.8,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL05DA0001,11/04/2000 10:40,,0.0001,,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,,0.98,,,100500,MG/L,"SODIUM, FILTERED","SODIUM, FILTRÉ",P
AL05DA0001,11/04/2000 10:40,,290,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL05DA0001,11/04/2000 10:40,,0.709,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,,48.7,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL05DA0001,11/04/2000 10:40,,4.8,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL05DA0001,11/04/2000 10:40,,4.7,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL05DA0001,11/04/2000 10:40,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL05DA0001,11/04/2000 10:40,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL05DA0001,03/05/2000 9:30,,110,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL05DA0001,03/05/2000 9:30,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.006,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.0001,,,100253,MG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.03,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL05DA0001,03/05/2000 9:30,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.015,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.001,,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL05DA0001,03/05/2000 9:30,,37.7,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL05DA0001,03/05/2000 9:30,,0.631,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.12,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL05DA0001,03/05/2000 9:30,,0.53,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.002,,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.001,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL05DA0001,03/05/2000 9:30,<,5,5,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL05DA0001,03/05/2000 9:30,,304,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL05DA0001,03/05/2000 9:30,<,0.001,0.001,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.1,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.08,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.009,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.007,,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.001,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL05DA0001,03/05/2000 9:30,,14.1,,,12102,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL05DA0001,03/05/2000 9:30,,0.001,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.001,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.003,,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL05DA0001,03/05/2000 9:30,<,0.01,0.01,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL05DA0001,03/05/2000 9:30,,0.151,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL05DA0001,03/05/2000 9:30,,8.2,,,10301,PH,PH,PH,P
AL05DA0001,03/05/2000 9:30,,8.3,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL05DA0001,03/05/2000 9:30,,0.005,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL05DA0001,03/05/2000 9:30,,0.004,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL05DA0001,03/05/2000 9:30,,0.4,,,100499,MG/L,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",P
AL05DA0001,03/05/2000 9:30,,3.2,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL05DA0001,03/05/2000 9:30,,0.0001,,,100254,MG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
